2,100,38
2,500,32
2,1000,51
2,5000,235
4,100,10
4,500,16
4,1000,27
4,5000,120
8,100,6
8,500,11
8,1000,18
8,5000,66
16,100,8
16,500,14
16,1000,18
16,5000,56
