10, 10, 418.5, 603.1
10, 500, 391.7, 536.4
10, 999, 368.6, 491.1
500, 10, 363.7, 518.1
500, 500, 405.0, 564.7
500, 999, 398.9, 530.3
999, 10, 350.5, 541.0
999, 500, 400.7, 519.0
999, 999, 393.5, 510.2
